station_name;location
Tavannes;POINT(7.20198227999839 47.2202690995151)
La Chaux-des-Breuleux;POINT(7.02541841088012 47.2204948431747)
Le Pied-d'Or;POINT(7.05622164197687 47.2221055267965)
Les Reussilles;POINT(7.08313516789284 47.2243384390546)
Tramelan-Chalet;POINT(7.09230696694497 47.2235331372801)
Frasne;POINT(6.15788839142662 46.8577494998667)
Tiefencastel;POINT(9.57286089394087 46.6638783286539)
Surava;POINT(9.62093872795364 46.6668620731556)
Alvaneu;POINT(9.65072686277919 46.6712510839191)
Spinas;POINT(9.84532890280509 46.5598376555618)
Labergement-Sainte-Marie;POINT(6.28040062989189 46.7763881514281)
Pontarlier;POINT(6.35331688151402 46.9005967652053)
Leipzig Hbf;POINT(12.3820634676776 51.3454734610771)
Mannheim Hgbf;POINT(8.44749642160349 49.4981987493591)
Praha hl. n.;POINT(14.4360433987972 50.0830610718897)
Berlin Ostbahnhof;POINT(13.4345655873099 52.5109756189638)
Berlin Hbf;POINT(13.3695455270363 52.525592564863)
Pully-Nord;POINT(6.65701032965858 46.5147778383224)
La Conversion;POINT(6.67777039587747 46.5134363465357)
Bossière;POINT(6.69826995066394 46.510258671664)
Puidoux;POINT(6.76496986051909 46.4929945929225)
Moreillon;POINT(6.78546941530556 46.5078969330252)
Etoy;POINT(6.42789501641201 46.4750754609911)
St-Prex;POINT(6.45630872885266 46.4829254723681)
Morges-St-Jean;POINT(6.50895898766224 46.5184930413323)
Lonay-Préverenges;POINT(6.51995436674139 46.5232711236689)
Denges-Echandens;POINT(6.54138816942347 46.5293960971047)
Langnau-Gattikon;POINT(8.5439844662842 47.2873763086106)
Adliswil;POINT(8.52404186697397 47.3123048960724)
Sood-Oberleimbach;POINT(8.52151760102524 47.3196191932506)
Zürich Leimbach;POINT(8.51860705950429 47.3330636525032)
Zürich Manegg;POINT(8.5197748693738 47.3379705147081)
Zürich Brunau;POINT(8.52617087419762 47.3516720040818)
Zürich Saalsporthalle;POINT(8.52189489344462 47.3577637941491)
Zürich Giesshübel;POINT(8.52202065758441 47.3626135976618)
Sihlwald;POINT(8.55762089229903 47.2683247028888)
Wildpark-Höfli;POINT(8.53565708359925 47.296540088104)
Sihlau;POINT(8.52516476107927 47.3032839565591)
Burgistein;POINT(7.52050691348583 46.789742681151)
Seftigen;POINT(7.5402878160449 46.7868456877787)
Uetendorf;POINT(7.5728607282516 46.7750531314801)
Uetendorf Allmend;POINT(7.59479758749286 46.7731028354766)
Lyssach;POINT(7.5814306560633 47.0637321986307)
Hindelbank;POINT(7.54451888103369 47.0492032769335)
Schönbühl SBB;POINT(7.49988159455958 47.019429271155)
Toffen;POINT(7.49621646819986 46.8586033405912)
Kaufdorf;POINT(7.50185788818491 46.8381381409171)
Thurnen;POINT(7.51387734668811 46.8135585423632)
Neumühle;POINT(7.74936171529998 46.9656495185506)
Zollbrück;POINT(7.7413038272003 46.975714742814)
Ramsei;POINT(7.71051856240924 46.9967340394003)
Lützelflüh-Goldbach;POINT(7.68230247933112 47.0050598070006)
Hasle-Rüegsau;POINT(7.65528115558104 47.0162139340226)
Oberburg;POINT(7.62951747322891 47.0396538941722)
Burgdorf Steinhof;POINT(7.61852209414976 47.0522207712735)
Hergiswil Matt;POINT(8.31237183654742 46.994877565545)
Le Pont;POINT(6.32468757340515 46.6690936091194)
Le Brassus;POINT(6.21388936624642 46.5855825647447)
Les Charbonnières;POINT(6.31704291033623 46.6642975423705)
Le Séchey;POINT(6.3060115986457 46.6584775789165)
Le Lieu;POINT(6.2833650703299 46.6469159418141)
Les Esserts-de-Rive;POINT(6.26036819905324 46.6319838998969)
Le Rocheray;POINT(6.25026215210548 46.624457724108)
Le Solliat-La Golisse;POINT(6.23902422789959 46.6144067972176)
Le Sentier-L'Orient;POINT(6.23126278384371 46.6057796522245)
Chez-le-Maître-Ecoles;POINT(6.22215386686147 46.599459612606)
Schafhausen i.E.;POINT(7.6567543926472 46.9943935238077)
Bigenthal;POINT(7.62337299668468 46.9653981701977)
Walkringen;POINT(7.61883650449924 46.9475494184668)
Biglen;POINT(7.62670574638922 46.9246150627406)
Grosshöchstetten;POINT(7.63491634808722 46.9046292036205)
Kaltbrunn;POINT(9.02242718667285 47.2179811027812)
Stabio;POINT(8.94562122986994 45.8501119316339)
Cantello Gaggiolo;POINT(8.90741588083102 45.8378278770616)
Arcisate;POINT(8.86259893130006 45.8581016815948)
Induno Olona;POINT(8.83784136206628 45.8467142195003)
Varese;POINT(8.83328690357516 45.8162131235518)
Täsch;POINT(7.77450556010598 46.0674579440871)
Zermatt;POINT(7.74829272011173 46.0244673703085)
Hurden;POINT(8.80073195767413 47.2141370459991)
Freienbach SOB;POINT(8.75938250514036 47.2042022246421)
Wilen bei Wollerau;POINT(8.73433747501562 47.1975861149688)
Wollerau;POINT(8.72499499605948 47.1954314288451)
Riedmatt SZ;POINT(8.71210417173057 47.1967071600904)
Stalden-Saas;POINT(7.87076004281279 46.2319711211456)
Kalpetran;POINT(7.83696542181951 46.2140718572416)
St. Niklaus VS;POINT(7.80208383933229 46.1773414613545)
Herbriggen;POINT(7.79163643257653 46.132145651634)
Randa;POINT(7.78145852040604 46.0999327489064)
Embrach-Rorbas;POINT(8.59125381654114 47.5208358505602)
Pfungen;POINT(8.64814412349235 47.5157882621401)
Winterthur Wülflingen;POINT(8.68113924388266 47.5062195655268)
Winterthur Töss;POINT(8.70931041119657 47.489808558013)
Frinvillier-Taubenloch;POINT(7.25807308634662 47.1692019479265)
Court;POINT(7.3421104811877 47.2406004760091)
Sorvilier;POINT(7.30480344743303 47.2393989883562)
Malleray-Bévilard;POINT(7.27594956050309 47.2387158969329)
Pontenet;POINT(7.25400371810899 47.2389293639487)
Reconvilier;POINT(7.22741358569536 47.23523931305)
Burgdorf Buchmatt;POINT(7.60827231675653 47.0654577805395)
Kirchberg-Alchenflüh;POINT(7.58106234679676 47.0829001543812)
Aefligen;POINT(7.55951176312773 47.0954996497219)
Utzenstorf;POINT(7.55346610126476 47.1295339583922)
Wiler;POINT(7.55576578839243 47.1523315499965)
Gerlafingen;POINT(7.56524301464121 47.170368384945)
Biberist Ost;POINT(7.56623116145388 47.1805415609035)
Nice-Ville;POINT(7.26176516216487 43.7048235580271)
Antibes;POINT(7.11946303798769 43.5856768351865)
Cannes;POINT(7.02032496321846 43.5541947563155)
St-Raphaël-Valescure;POINT(6.77012619025066 43.4227716343187)
Toulon;POINT(5.92959952824154 43.1284124477083)
Marseille-Blancarde;POINT(5.40633985832193 43.2956525564233)
Les Arcs;POINT(6.48247665308271 43.4555808619392)
Sète;POINT(3.69654044520787 43.4128079370687)
Béziers;POINT(3.21879841074092 43.3361821792421)
Narbonne;POINT(3.00601446936191 43.1904018485443)
Carcassonne;POINT(2.35179839730512 43.2181914555238)
Toulouse-Matabiau;POINT(1.45394125385552 43.6114061037416)
Brig Bahnhofplatz;POINT(7.98638220304791 46.3189975681323)
Bitsch;POINT(8.01722136675602 46.3360625189311)
Mörel;POINT(8.04713526572137 46.3561973974833)
Betten Talstation;POINT(8.07651915866901 46.3711557790021)
Grengiols;POINT(8.09168272066706 46.3752092722644)
Lax;POINT(8.11714995897539 46.3870085550079)
Fiesch Feriendorf;POINT(8.13076841868454 46.3973246403995)
Fiesch;POINT(8.13419099991751 46.4062822532063)
Eyholz;POINT(7.91630462772399 46.2967822082564)
Rottweil;POINT(8.63929571794254 48.1653056687029)
Deisslingen Mitte;POINT(8.6115826914236 48.1083717155329)
Trossingen Bahnhof;POINT(8.58515425576112 48.0876615338526)
Villingen-Sch. Hammerstatt;POINT(8.54692195726367 48.0601770724645)
Schwenningen (Neckar);POINT(8.53586369611462 48.0597688064821)
Villingen-Sch. Zollhaus;POINT(8.50599471291349 48.0408889731243)
Villingen-Sch. Marbach Ost;POINT(8.47588318458561 48.0336811047504)
Villingen (Schwarzw);POINT(8.46526509792584 48.0580216316592)
Villingen-Sch. Eisstadion;POINT(8.52855140970087 48.0527737466734)
Grenchen Nord;POINT(7.3894966124316 47.1918543346213)
Andermatt;POINT(8.59326604277785 46.6368876890174)
Reckingen VS;POINT(8.24388427927661 46.4682266538304)
Gluringen;POINT(8.23390399646865 46.462781639409)
Biel (Goms);POINT(8.21943213723947 46.4550586850677)
Blitzingen;POINT(8.20496926116314 46.4446668604635)
Niederwald;POINT(8.190209941043 46.4353317150575)
Fürgangen-Bellwald Talstation;POINT(8.15231900235356 46.4118939499975)
Hospental;POINT(8.57096087427006 46.6210829432151)
Realp;POINT(8.50346146381192 46.5986325216197)
Oberwald;POINT(8.34294150567026 46.5308422564418)
Obergesteln;POINT(8.32613402670204 46.5132879767467)
Ulrichen;POINT(8.30882349117465 46.5050095372152)
Geschinen;POINT(8.28210759462122 46.4916525635112)
Münster VS;POINT(8.26653080759242 46.4853625189439)
Bologna Centrale;POINT(11.3434133697284 44.5061429161625)
Modena;POINT(10.9299457938491 44.654617626725)
Reggio Emilia;POINT(10.6430418583671 44.6976781220942)
Parma;POINT(10.3285776099645 44.8102211110374)
Piacenza;POINT(9.70635952833245 45.0520981173945)
Sumiswald-Grünen;POINT(7.73714462743425 47.0254429629264)
Grünenmatt;POINT(7.72390346014449 47.0083983265088)
Mumpé Tujetsch;POINT(8.82655852209617 46.6821172832584)
Segnas;POINT(8.82981940657797 46.6909972220747)
Acla da Fontauna;POINT(8.84579145233184 46.6971710311173)
Disentis/Mustér;POINT(8.85518783020504 46.7050813475326)
Nätschen;POINT(8.60959741464542 46.6421980839385)
Oberalppass;POINT(8.6705031909172 46.6602285660132)
Tschamut-Selva;POINT(8.7090858323755 46.6567388666084)
Dieni;POINT(8.74287147021594 46.6699319524148)
Rueras;POINT(8.75490889502482 46.6782283841459)
Sedrun;POINT(8.76978499613191 46.6810695883822)
Bugnei;POINT(8.78646671096033 46.6823453082745)
Hüntwangen-Wil;POINT(8.51319021834029 47.5813205617292)
Neuhausen Rheinfall;POINT(8.61399017638538 47.6807113073477)
Oberrieden;POINT(8.57758145791494 47.2810570065431)
Le Châble VS;POINT(7.21486412117446 46.0793422516515)
Bovernier;POINT(7.08212007162164 46.0785259495122)
Sembrancher;POINT(7.1454333328552 46.0767998357573)
Etiez;POINT(7.1606507937703 46.0829687304147)
Martigny-Bourg;POINT(7.07018146149403 46.0932798373073)
Martigny-Croix;POINT(7.05856624486875 46.0865513576549)
Châtillens;POINT(6.81585043821871 46.5704112823131)
Ecublens-Rue;POINT(6.81152954170149 46.6092726389947)
Palézieux-Village;POINT(6.82996297133419 46.5571074475685)
Moudon;POINT(6.80251045624768 46.6680579906258)
Lucens;POINT(6.84204531190728 46.7075823434865)
Henniez;POINT(6.86982122049612 46.7348393786233)
Granges-Marnand;POINT(6.89384217119682 46.7581502709895)
Corcelles-Nord;POINT(6.95968868153195 46.8349241935683)
Dompierre FR;POINT(6.9846528632811 46.8540821302807)
Domdidier;POINT(7.01060519184293 46.868178940606)
Avenches;POINT(7.04092333268618 46.8845990523819)
Faoug;POINT(7.0739004867708 46.9080783242556)
Trimbach;POINT(7.90323414033823 47.3656254845811)
Läufelfingen;POINT(7.85583902594149 47.3925058007661)
Buckten;POINT(7.84760147478496 47.4093362757771)
Rümlingen;POINT(7.85064676359855 47.4257420278542)
Sommerau;POINT(7.85172474193965 47.43884350601)
Diepflingen;POINT(7.83749542783721 47.4497730873707)
Bischofszell Stadt;POINT(9.24183171169674 47.4922426149445)
Sitterdorf;POINT(9.24787737355971 47.50598290476)
Bischofszell Nord;POINT(9.23398043611245 47.5005818946823)
Kradolf;POINT(9.20122786084889 47.5251186396927)
Arnegg;POINT(9.25202759017292 47.4420029290589)
Hauptwil;POINT(9.24989858294926 47.477314789908)
Mettmenstetten;POINT(8.45674008587836 47.2456317907678)
Knonau;POINT(8.46606459852882 47.2218614869689)
Steinhausen;POINT(8.47802117496212 47.1953215558201)
Steinhausen Rigiblick;POINT(8.47954831094533 47.1887592820998)
Ewil Maxon;POINT(8.21860568717797 46.8606918146361)
Sarnen Nord;POINT(8.24911247423092 46.9001793874398)
Alpnach Dorf;POINT(8.27531633107233 46.9404475040277)
Lörrach Hbf;POINT(7.66542313514017 47.614055987626)
Lörrach Museum/Burghof;POINT(7.66119207015137 47.6079635645209)
Lörrach-Stetten;POINT(7.65903611346919 47.6014161438405)
Weil am Rhein-Ost;POINT(7.63478160079458 47.5906271629042)
Weil am Rhein Pfädlistrasse;POINT(7.62649015072101 47.5890155913212)
Weil am Rhein Gartenstadt;POINT(7.61628528909199 47.5887066001228)
Lörrach Dammstrasse;POINT(7.65522725666399 47.5977150652918)
Schopfheim;POINT(7.82267322564718 47.6479692049779)
Steinen (D);POINT(7.74156433863273 47.6416023176234)
Lörrach Brombach/Hauingen;POINT(7.69521126996572 47.6376135394349)
Lörrach Haagen/Messe;POINT(7.68089212433486 47.6332309798553)
Lörrach Schwarzwaldstrasse;POINT(7.67256474164991 47.6246827205348)
Zell (Wiesental);POINT(7.84914657707386 47.7056231609963)
Hausen-Raitbach;POINT(7.84603840619038 47.6793081499928)
Fahrnau;POINT(7.83942680569834 47.6615597914233)
Schopfheim-Schlattholz;POINT(7.83379436886612 47.6538028196217)
Schopfheim West;POINT(7.80171553006575 47.6455423746135)
Maulburg;POINT(7.78065901980306 47.6443743088324)
Biberist RBS;POINT(7.55582867046233 47.1838629921834)
Lohn-Lüterkofen;POINT(7.52695681722671 47.1629906974893)
Bätterkinden;POINT(7.53439486778025 47.1300228862856)
Jegenstorf;POINT(7.50777778590809 47.047611831849)
Fraubrunnen;POINT(7.52215981360884 47.0864478865544)
Grafenried;POINT(7.51160460901897 47.0801229715837)
Büren zum Hof;POINT(7.51880909759861 47.0959521974973)
Schalunen;POINT(7.52417203984555 47.1101626868458)
Bern Felsenau;POINT(7.44424892900631 46.9685000940467)
Bern Tiefenau;POINT(7.45019577618801 46.9727419595595)
Worblaufen;POINT(7.45762484358871 46.9788405840668)
Oberzollikofen;POINT(7.46163132975644 46.9969484794197)
Müntschemier;POINT(7.14273838700246 46.9932109730227)
Bern Brünnen Westside;POINT(7.37524034887064 46.944072173934)
Bern Bümpliz Nord;POINT(7.38981102278109 46.9460714638226)
Gümmenen;POINT(7.23468993949774 46.9421096081718)
Rosshäusern;POINT(7.29668267726345 46.934442646237)
Riedbach;POINT(7.33495090837227 46.9414104267382)
Bern Stöckacker;POINT(7.40097708176425 46.9464455557847)
Galmiz;POINT(7.15224256270977 46.9502476536345)
Zihlbrücke;POINT(7.03057474061169 47.0092742704653)
Gampelen;POINT(7.05644622079793 47.0093661518661)
Malpensa Aeroporto T2;POINT(8.71972188534096 45.6502776795687)
Malpensa Aeroporto T1;POINT(8.71127772166906 45.6271327641255)
Ferno-Lonate Pozzolo;POINT(8.75872673498286 45.6083711474954)
Busto Arsizio Nord;POINT(8.85221440661419 45.605430043765)
Busto Arsizio;POINT(8.86579693371197 45.6158991676922)
Giengen (Brenz);POINT(10.2369943667357 48.6200201891502)
Langenau (Württ);POINT(10.1259895470616 48.4933339957596)
Aalen;POINT(10.0962732774588 48.8410156251947)
Oberkochen;POINT(10.1076549321102 48.7823611802456)
Heidenheim;POINT(10.15664006456 48.6801690917736)
Unterkochen;POINT(10.1264926036208 48.8150067205311)
Königsbronn;POINT(10.1161350283935 48.7395175785892)
Itzelberg;POINT(10.1363022065247 48.7306837609674)
Hermaringen;POINT(10.2583293547365 48.5945859379244)
Sontheim-Brenz;POINT(10.2848655882331 48.5593238940402)
Niederstotzingen;POINT(10.236464360718 48.5326039433878)
Rammingen (Württ);POINT(10.191081472558 48.5124699210634)
Thalfingen(b Ulm);POINT(10.047854083638 48.432980293405)
Herbrechtingen;POINT(10.1703303894919 48.6256315808247)
Heidenheim-Voithwerk;POINT(10.156074125931 48.6694798789462)
Bergenweiler;POINT(10.2728820623413 48.5762952997939)
Ulm Ost;POINT(9.99462890304654 48.407159750551)
Unterelchingen;POINT(10.1001899320981 48.4529909816025)
Oberelchingen;POINT(10.0830231270162 48.4475749296553)
Heidenheim-Schnaitheim;POINT(10.1587600886309 48.7082812107375)
Vuadens-Sud;POINT(7.02049564312246 46.6181028429669)
Vaulruz-Sud;POINT(6.98997088976383 46.6192072884826)
La Verrerie;POINT(6.92487896426747 46.5875211203359)
Semsales;POINT(6.92692712311555 46.5733507796594)
Châtel-St-Denis;POINT(6.89623168985291 46.5283639854849)
Remaufens;POINT(6.87734910257809 46.5237779589807)
Bossonnens;POINT(6.85477443948503 46.5251315569407)
La Tour-de-Trême Ronclina;POINT(7.06113542658169 46.6054278725216)
Le Pâquier-Montbarry;POINT(7.05990473464227 46.59409564129)
Gruyères;POINT(7.07323573346046 46.5829709614644)
Enney;POINT(7.08530010772787 46.5649023834799)
Villars-sous-Mont;POINT(7.07293928941666 46.5438003502938)
Neirivue;POINT(7.06134203909706 46.5280426054075)
Albeuve;POINT(7.05505383210735 46.5177759836613)
Lessoc;POINT(7.05254753246431 46.5073775840634)
Alle;POINT(7.1282485614676 47.424228706409)
Vendlincourt;POINT(7.15703956632764 47.4521543290784)
Bonfol;POINT(7.15482971072839 47.4746189517094)
Sigmaringen;POINT(9.22185317977515 48.0869834523566)
Storzingen;POINT(9.12708091728734 48.1348832033276)
Strassberg-Winterlingen;POINT(9.08771674153175 48.1787490951043)
Albstadt-Ebingen;POINT(9.02696367885829 48.2102889622961)
Sigmaringendorf;POINT(9.26093887779263 48.068899982164)
Mengen;POINT(9.33655007526749 48.0536984700331)
Herbertingen;POINT(9.4146046903155 48.063947375866)
Herbertingen Ort;POINT(9.4333974460619 48.053572372371)
Bad Saulgau;POINT(9.50108550272973 48.0135958671026)
Altshausen;POINT(9.55148099017585 47.9307089258168)
Donaueschingen;POINT(8.49891598847364 47.9477879459148)
Geisingen;POINT(8.65394724022857 47.9213425580812)
Immendingen;POINT(8.72954047139775 47.936005349509)
Tuttlingen;POINT(8.79854006838058 47.9805761162452)
Mühlheim (b Tuttlingen);POINT(8.88564071834093 48.0292117199477)
Riedlingen;POINT(9.48492481076617 48.1495932428749)
Rechtenstein;POINT(9.55090606839393 48.239990650739)
Munderkingen;POINT(9.64566934772889 48.2378726647234)
Ehingen (Donau);POINT(9.72434380032303 48.2856794913699)
Schelklingen;POINT(9.73526731417944 48.3717014759385)
Blaubeuren;POINT(9.7919779580738 48.4038142229568)
Fridingen (b Tuttlingen);POINT(8.93606315524558 48.031824915384)
Beuron;POINT(8.97188796878125 48.0487924428237)
Hausen im Tal;POINT(9.02757453325157 48.080406198056)
Triberg;POINT(8.23680555483677 48.140002823274)
St Georgen(Schwarzw);POINT(8.34195335885759 48.1238149267294)
Herrlingen;POINT(9.89772763333507 48.4177316022139)
Blaustein;POINT(9.91932313276831 48.4145954559113)
Ulm-Söflingen;POINT(9.95884900527508 48.4027288173504)
Allmendingen (D);POINT(9.72238547300338 48.3277321075288)
Immendingen Zimmern;POINT(8.71405351589738 47.9328757101692)
Tuttlingen Zentrum;POINT(8.80943663277846 47.9856149028611)
Tuttlingen Nord;POINT(8.82373781210364 47.9926070578674)
Nendingen(b Tuttlingen);POINT(8.85404696979405 48.009575476491)
Stetten(Donau);POINT(8.87235463528695 48.0228133372858)
Schmiechen;POINT(9.72038222991951 48.3623555639154)
Rottenacker;POINT(9.69436701928779 48.234845108738)
Brigachtal Kirchdorf;POINT(8.46780733018026 48.0143410171784)
Villingen-Sch. Marbach West;POINT(8.46915480310662 48.0312842651311)
Donaueschingen Mitte/Siedl.;POINT(8.48895367197137 47.9525411442681)
Donaueschingen-Aufen;POINT(8.47562267315318 47.963357553324)
Donaueschingen Grüningen;POINT(8.47182279950083 47.9830534809144)
Brigachtal-Klengen;POINT(8.46577713763786 48.0073638275483)
Gerhausen;POINT(9.80622523848192 48.3997229578664)
La Cure;POINT(6.07357251884742 46.4651515251219)
La Givrine;POINT(6.11143650807833 46.4546007190788)
Les Pralies;POINT(6.12686956466165 46.4511782296917)
St-Cergue Les Cheseaux;POINT(6.14727928791969 46.4468827940158)
St-Cergue;POINT(6.16035875845829 46.4486096741468)
Genolier;POINT(6.21457208586245 46.4362479672196)
Givrins;POINT(6.20522062375346 46.4288494101066)
Trélex;POINT(6.20642436623435 46.4137210335153)
Trélex dépôt;POINT(6.20884083434897 46.4066105471738)
L'Asse;POINT(6.21175137586992 46.401822214895)
La Vuarpillière;POINT(6.2172490654095 46.3989229944612)
Les Plantaz;POINT(6.22902597878594 46.3911600070082)
La Joy-Clinique;POINT(6.21676397515601 46.4463504830086)
Le Muids;POINT(6.21543446853532 46.4542974692099)
Bassins;POINT(6.22230658045979 46.4605725407678)
Arzier;POINT(6.21165256118865 46.4586418265393)
La Chèvrerie-Monterêt;POINT(6.18350834333327 46.4484796958272)
Sus-Châtel;POINT(6.20585842760528 46.4384890055568)
Aurillac;POINT(2.43590765736894 44.9209611066718)
